gx,gy,gz,acx,acy,acz,time,,,,,,,,,,,,,,,,,,,
-21.48,-62.32,29.79,0.19,-1.12,0.27,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-31.86,-48.65,17.58,0.01,-0.95,0.19,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-16.78,20.32,38.7,0.09,-0.99,0.16,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
10.38,10.25,14.04,0.05,-1.04,0.24,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
42.97,-15.2,-11.05,-0.07,-0.67,0.53,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-1.53,-7.93,-27.22,-0.36,-0.99,0.42,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-11.17,83.01,-40.71,0.1,-0.83,0.25,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
15.2,35.71,-38.76,0.1,-0.84,0.34,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
21.97,34.55,-8.91,0.02,-1.05,0.46,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-13.18,63.78,25.39,-0.07,-0.99,0.48,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-43.95,91.98,60.36,-0.05,-0.94,0.33,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-41.44,56.95,-0.61,0.13,-1.06,0.34,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-19.96,34.73,-9.16,0.05,-0.74,0.33,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
5.8,11.78,-63.48,0.11,-0.86,0.41,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
18.55,-10.07,-111.21,0.21,-1.1,0.54,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
10.5,24.05,-36.68,-0.04,-0.9,0.49,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-1.53,93.38,30.33,0.09,-0.8,0.29,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-10.25,34.42,24.78,-0.05,-0.75,0.32,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
31.07,3.48,7.14,0.06,-0.78,0.43,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
36.99,-38.45,-34.67,-0.02,-0.95,0.55,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
3.05,-15.01,-29.05,0.07,-1.25,0.56,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-33.2,2.01,31.74,0.04,-0.74,0.32,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-39.67,-29.91,17.4,0.23,-1.09,0.25,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-44.62,1.1,31.92,-0.03,-0.88,0.2,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-5,81.85,49.93,0.16,-1,0.24,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
28.63,-29.05,-7.87,0.08,-1.03,0.41,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
31.31,-110.41,-13.49,-0.11,-0.58,0.56,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-6.1,-4.15,-20.39,-0.12,-0.94,0.44,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-8.61,109.68,-25.94,0.11,-0.76,0.29,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
21.61,-1.59,-19.1,0.14,-0.81,0.4,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
29.42,-49.38,-9.09,0.08,-1.28,0.56,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-4.33,6.29,29.72,0.03,-0.77,0.43,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-22.46,-19.9,32.1,0.16,-1.05,0.33,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-36.07,-71.59,2.2,0.09,-0.98,0.23,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-17.4,8.12,34.61,0.1,-0.86,0.19,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
22.28,-66.35,4.03,0.2,-0.95,0.3,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
40.89,-132.51,24.29,-0.01,-1.16,0.64,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-0.31,-90.58,82.21,-0.04,-0.7,0.4,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-13.92,-104.13,-7.08,0.04,-1.03,0.4,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-19.78,-67.26,2.5,0.12,-0.9,0.28,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-1.65,-124.21,32.04,0.16,-0.97,0.28,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-6.04,-90.88,64.45,0.06,-0.95,0.28,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-5.25,-82.21,87.59,0.07,-0.99,0.27,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-0.79,-67.08,78.19,0.07,-0.92,0.24,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
18.92,-63.66,28.5,0.1,-0.83,0.2,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
36.62,-108.95,-33.02,0.21,-1,0.23,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-8.18,-168.76,-42.66,0.09,-1.14,0.27,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-40.16,51.64,48.1,0.16,-1.02,0.25,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-33.14,-25.02,79.53,0.09,-1.11,0.21,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
14.95,17.58,114.5,0.07,-0.84,0.26,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
25.39,-127.56,76.78,-0.11,-0.88,0.48,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
43.03,-40.41,-23.86,-0.15,-0.84,0.57,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
33.39,-29.66,-83.31,-0.07,-0.94,0.48,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
23.99,19.84,-69.27,0.08,-0.9,0.41,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
18.74,11.29,-14.77,0.05,-0.84,0.4,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
19.1,44.25,30.94,0.06,-1.06,0.45,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
2.56,-14.34,46.75,0.04,-0.98,0.44,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-14.71,-22.52,43.09,0.05,-0.92,0.35,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-14.22,-20.63,9.28,0.1,-0.98,0.3,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-11.23,-28.08,-35.89,0.08,-0.92,0.25,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
12.15,-8,-7.69,0.13,-1.01,0.29,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
5,-33.75,-1.1,0.01,-1.21,0.36,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-10.19,-0.43,42.05,-0.03,-0.73,0.37,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-36.01,0.43,39.31,-0.14,-0.91,0.33,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-11.66,113.28,-22.83,-0.06,-0.78,0.24,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
26.73,-19.71,-66.65,0.05,-0.82,0.29,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
51.39,-55.48,-70.43,0.04,-1.03,0.42,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
16.97,34.42,-29.11,0.06,-1.06,0.49,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-22.71,18.07,65.86,0.1,-1,0.39,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-58.9,-1.77,82.76,0.02,-1,0.28,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-36.99,10.68,69.89,0.09,-0.85,0.22,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
2.44,-1.65,-3.97,0.07,-0.9,0.29,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
36.62,-78,-45.29,0.07,-1.25,0.52,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
13.37,-33.75,-29.72,-0.17,-0.55,0.39,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-5.98,70.37,-50.84,0.14,-1,0.37,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-4.88,57.37,-10.86,-0.01,-0.78,0.31,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
12.33,21.42,32.84,0.06,-0.81,0.43,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
29.3,-9.95,-0.12,0.02,-0.9,0.55,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
33.69,-35.64,-22.52,0.07,-1.18,0.57,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-14.28,-63.96,-18.25,-0.03,-0.9,0.37,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-48.89,39.79,38.94,0.04,-1.02,0.28,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-51.15,8.97,23.07,0.19,-1.07,0.19,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-20.45,-28.32,56.82,0.05,-0.95,0.18,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
24.54,-17.15,71.35,0.1,-0.86,0.26,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
45.41,-48.22,-0.06,0.05,-0.86,0.42,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
52.37,-62.26,-55.66,-0.08,-1,0.63,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-6.53,10.01,-50.78,-0.1,-0.93,0.51,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-33.51,97.47,-20.81,0.02,-0.88,0.34,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-13.67,48.65,12.08,0,-0.7,0.33,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
25.02,16.3,-4.03,-0.1,-0.71,0.38,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
45.72,-41.56,-37.72,0,-0.83,0.48,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
10.13,-11.9,-58.35,0.02,-0.99,0.54,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-15.08,54.99,80.57,0.01,-0.98,0.46,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-9.77,-36.01,18.31,0.24,-0.97,0.34,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-32.9,-103.03,7.87,-0.12,-0.97,0.23,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-22.03,88.93,23.13,0.05,-1.27,0.22,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
0.31,-36.99,23.32,-0.12,-0.63,0.34,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
5.92,17.33,-44.13,-0.08,-0.96,0.45,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-24.72,176.21,-20.02,0.4,-0.79,0.5,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
11.29,-158.2,-50.54,0.07,-0.68,0.32,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
37.23,-41.38,-29.24,-0.13,-0.94,0.5,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
0.18,17.88,25.33,0,-0.98,0.44,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-15.81,59.2,41.99,0.07,-1.05,0.33,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-21.42,27.34,32.41,0.02,-1,0.3,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
0,-2.38,33.26,0.04,-0.87,0.37,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
18.01,-7.75,-44.13,0.02,-0.93,0.4,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
20.63,-26.43,-78.19,0.1,-0.99,0.48,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
4.64,-29.85,-43.88,0.07,-0.93,0.46,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-10.74,25.15,-0.31,0.14,-0.94,0.36,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-10.68,1.28,0.37,0.15,-0.99,0.3,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-3.91,56.95,100.65,0.01,-0.97,0.31,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-8.12,23.01,56.76,-0.04,-1.23,0.45,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
32.9,-41.02,-24.6,-0.02,-0.61,0.41,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
14.47,-67.63,-64.88,-0.13,-1.06,0.5,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
7.32,70.13,-0.98,0.08,-0.86,0.33,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
10.8,3.72,-9.58,0.05,-0.85,0.44,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
21.24,-30.76,-8.91,0.04,-0.86,0.55,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
10.86,-36.74,-17.15,0,-1.22,0.57,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-36.99,4.15,44.92,-0.02,-0.98,0.36,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-44.86,16.6,56.15,0.09,-0.92,0.26,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-27.04,-63.72,24.54,0.11,-0.98,0.2,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-6.59,-17.27,13.24,0.01,-0.89,0.19,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
33.26,-0.37,29.54,0.09,-0.89,0.31,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
29.24,-42.79,-7.63,-0.03,-1.06,0.44,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
20.08,-19.59,-22.64,-0.14,-0.89,0.58,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-13.55,34.06,-38.15,-0.04,-0.87,0.4,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-6.71,58.35,-29.24,-0.11,-0.87,0.41,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
4.39,35.83,-48.28,-0.09,-0.71,0.33,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
29.54,9.7,-48.28,-0.03,-0.84,0.42,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
33.33,-26.61,-8,-0.01,-0.83,0.53,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
33.2,7.2,9.83,0.11,-1.32,0.69,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-37.78,-15.26,63.72,-0.16,-1.23,0.51,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-56.88,86.24,123.84,0.01,-0.92,0.31,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-31.01,-48.4,20.14,0.16,-1.02,0.18,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-16.66,-45.29,0.49,-0.08,-0.89,0.15,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
37.9,47.49,-2.44,0.14,-0.93,0.24,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
56.27,-74.65,-46.08,0.13,-0.95,0.46,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
42.05,-49.07,-58.04,-0.18,-1,0.61,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-4.64,15.5,-46.81,-0.08,-1,0.79,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-106.2,49.56,-42.42,-0.36,-1.08,0.81,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-130.86,59.14,-24.78,-0.08,-0.96,0.62,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-101.93,41.99,19.84,-0.08,-0.67,0.38,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-28.14,47.3,40.77,-0.08,-0.49,0.37,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
36.99,0.24,-0.67,-0.17,-0.34,0.42,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
136.17,22.83,-67.63,0.04,-0.47,0.49,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
193.66,-94.73,-96.13,0.09,-1.32,0.81,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
74.89,-107.3,89.42,-0.39,-1.21,0.92,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-66.89,43.46,33.02,-0.06,-1.01,0.72,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-103.21,104,44.37,-0.05,-1,0.3,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-85.14,172.12,38.64,0.14,-0.96,0.14,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-37.11,116.82,-16.05,0.19,-0.89,0.02,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
84.59,-203.43,-88.07,0.21,-1.26,0.28,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
77.51,-64.39,-12.02,0.02,-1.2,0.48,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
23.62,64.88,12.7,0.08,-0.82,0.59,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-49.56,-81.91,-28.75,0.02,-1.01,0.51,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-83.74,8,2.69,0.08,-1.06,0.4,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-91.61,-7.57,27.04,0.16,-1.08,0.28,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-65.73,-27.83,30.33,0.12,-0.85,0.19,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
0.67,26.18,53.16,0.22,-0.72,0.37,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
18.43,-95.09,71.35,0.2,-0.82,0.5,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
20.81,-18.49,46.63,0.04,-0.79,0.62,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
53.34,-58.72,-21.48,0.08,-1.15,0.59,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
13.49,0.06,-18.8,-0.53,-1.02,0.32,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-6.9,156.31,-52.92,-0.14,-1.01,0.38,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-14.28,-70.68,-131.41,-0.23,-0.81,0.42,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
11.6,12.88,-148.25,-0.42,-0.81,0.5,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-8.48,57.01,-79.16,-0.05,-0.57,0.59,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-2.44,9.7,11.96,-0.1,-0.51,0.58,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-3.23,-19.04,72.2,-0.23,-0.81,0.52,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-5.25,66.35,139.4,-0.49,-0.91,0.57,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
21.79,13.98,81.6,-0.18,-0.88,0.43,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
50.29,-41.5,20.94,-0.11,-0.92,0.34,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
59.2,-7.57,-10.68,0.05,-1.01,0.31,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
36.87,-34.3,-13.92,-0.05,-1.13,0.34,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
21.24,49.87,8.3,-0.04,-1.01,0.44,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-23.5,19.1,-29.6,-0.1,-1.08,0.43,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-36.5,81.73,-28.75,-0.07,-1.15,0.29,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-20.69,13.67,-21.12,-0.01,-0.71,0.19,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-1.04,21.36,-25.82,-0.15,-0.75,0.3,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
16.78,-16.6,-7.39,-0.31,-0.88,0.46,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
9.03,-9.89,-29.72,-0.23,-0.73,0.41,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
24.6,18.13,-19.78,-0.11,-0.97,0.38,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
3.23,25.27,23.99,-0.13,-0.85,0.33,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-1.77,100.95,53.41,-0.15,-0.78,0.28,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-2.2,12.88,4.21,0.04,-1,0.34,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-20.02,-28.02,-4.7,-0.16,-1.15,0.42,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-52.25,50.11,22.58,-0.07,-0.99,0.5,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-75.68,13.98,-16.54,-0.06,-0.88,0.38,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-67.32,52.8,-88.2,0.04,-0.85,0.24,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
28.87,54.2,-122.56,0.12,-0.93,0.3,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
152.71,-116.33,-97.11,0.5,-1.03,0.77,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-83.44,-158.94,114.62,-1.04,-1.01,0.49,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-70.86,211.12,59.02,0.02,-0.75,0.03,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
26.37,-9.95,44.98,0.37,-0.62,0.21,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
74.83,-282.78,-32.17,0.31,-1.56,0.47,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-31.43,-96.25,0.61,-0.31,-0.96,0.24,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-46.88,142.4,74.28,0.14,-0.98,0.3,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-14.89,-36.62,13.85,0.42,-0.99,0.13,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-0.49,-250.49,-15.32,0.15,-1.06,0.17,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-25.57,-49.56,49.19,0,-1.08,0.24,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-6.29,31.49,144.17,-0.01,-1.03,0.28,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-0.43,-82.82,90.27,-0.2,-0.74,0.38,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
19.96,-72.63,-11.84,-0.13,-0.78,0.47,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
34.42,-50.78,-66.41,-0.07,-0.86,0.46,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
40.89,-25.21,-39.12,0.04,-0.86,0.51,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
38.94,-74.65,19.04,0.03,-0.97,0.56,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
10.99,-97.66,33.08,0.08,-0.96,0.42,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-27.28,-63.6,29.24,0.03,-1.02,0.21,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-44.43,-16.91,-12.57,0.25,-1.05,0.02,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-8.91,-80.2,18.62,0.09,-0.95,-0.01,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
28.5,-11.54,65.92,0.14,-1,0.13,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
27.04,-133.06,93.2,0.16,-1.22,0.33,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
9.95,8.91,2.01,-0.34,-0.77,0.29,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
10.93,60.73,-48.71,0.47,-0.93,0.19,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
17.15,-161.74,-17.7,-0.05,-0.93,0.42,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-11.78,-61.71,46.51,-0.02,-0.94,0.37,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-37.9,-1.1,43.4,0,-1,0.33,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-33.51,-16.54,46.02,0.03,-0.96,0.27,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
3.17,-68.42,30.82,0.08,-0.84,0.27,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
34.55,-124.94,-23.56,0.19,-1.02,0.31,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
1.46,-107.73,-38.64,-0.09,-0.96,0.31,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
18.98,56.46,44.19,0.22,-1.04,0.3,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
3.23,-134.22,34.67,-0.16,-1.1,0.22,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-8.61,-0.24,17.88,-0.26,-0.74,0.2,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-9.77,37.41,-7.08,-0.23,-0.94,0.19,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
12.21,39.55,-23.56,-0.14,-0.86,0.22,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
28.75,25.21,-28.99,0.05,-0.89,0.37,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
4.21,-25.76,-13.49,0.02,-1.25,0.54,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-45.65,30.88,62.32,0.01,-1,0.39,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-78.25,65.73,52.37,-0.03,-1.04,0.31,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-40.89,75.13,54.87,-0.01,-0.97,0.28,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
2.87,-19.47,-25.27,-0.03,-1.04,0.33,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
39.67,-41.81,-103.33,0.03,-0.85,0.35,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
49.93,-20.32,-72.14,-0.02,-1,0.34,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
36.8,63.78,-62.13,0.09,-0.83,0.32,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
33.57,33.63,-18.43,0.11,-0.85,0.46,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
3.85,5.31,46.57,0.04,-1.39,0.55,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-59.2,-5.25,97.05,0,-1.09,0.35,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-48.46,34.3,18.25,-0.08,-0.84,0.21,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-10.01,34.18,-90.7,0.02,-1.16,0.21,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
35.16,-17.4,-121.83,0,-0.74,0.35,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
31.31,57.92,-99.12,-0.1,-0.96,0.31,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
25.94,125.79,-48.95,0.11,-0.81,0.27,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
50.23,61.95,-24.96,0.18,-0.7,0.41,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
17.33,-85.45,1.71,-0.02,-1.28,0.57,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
-31.86,88.13,134.83,-0.15,-1.15,0.48,28/3/2022 9:31,,,,,,,,,,,,,,,,,,,
